    0    1.753099 
    1    1.824164 
    2    1.873289 
    3    1.916954 
    4    1.950950 
    5    1.988129 
    6    2.021291 
    7    2.043937 
    8    2.045193 
    9    2.094182 
   10    2.092727 
   11    2.172724 
   12    2.107610 
