    0    7.3564591734e-01
    1    2.2113516768e-01
    2    3.8283160640e-02
    3    4.5420134077e-03
    4    3.6931028316e-04
    5    2.3275578897e-05
    6    1.1070676241e-06
    7    4.6121305608e-08
    8    1.8084324881e-09
    9    6.5456907487e-11
   10    1.8818504044e-12
   11    3.0712363450e-14
   12    2.7864327287e-16
