    0    3.657637 
    1    3.444066 
    2    3.279572 
    3    3.105741 
    4    2.920565 
    5    2.722319 
    6    2.494210 
    7    2.278539 
    8    2.141639 
    9    2.047414 
   10    1.996332 
   11    1.899175 
   12    1.873159 
